LSOA11CD,imd_score,imd_decile
E01003825,3.249,10
E01003826,22.898,4
E01003827,8.485,9
E01003828,6.069,9
E01003829,26.698,3
E01003830,9.449,8
E01003831,10.154,8
E01003832,37.019,2
E01003833,16.556,6
E01003834,7.292,9
E01003835,4.465,10
E01003836,12.983,7
E01003837,7.835,9
E01003838,7.339,9
E01003839,13.14,7
E01003840,14.808,6
E01003841,26.04,4
E01003842,20.358,5
E01003843,15.73,6
E01003844,9.207,8
E01003845,9.314,8
E01003846,4.171,10
E01003847,6.72,9
E01003848,11.354,7
E01003849,8.448,9
E01003851,5.879,10
E01003852,13.631,7
E01003853,11.466,7
E01003854,7.824,9
E01003855,19.172,5
E01003856,6.295,9
E01003857,5.533,10
E01003858,3.877,10
E01003859,6.736,9
E01003860,9.269,8
E01003861,8.226,9
E01003862,17.786,5
E01003863,18.695,5
E01003864,7.131,9
E01003865,11.466,7
E01003866,3.804,10
E01003867,11.779,7
E01003868,5.583,10
E01003869,5.06,10
E01003870,5.807,10
E01003871,4.824,10
E01003872,7.634,9
E01003873,7.46,9
E01003874,5.246,10
E01003875,7.33,9
E01003876,6.706,9
E01003877,6.021,9
E01003878,19.583,5
E01003879,5.901,10
E01003880,6.098,9
E01003881,4.598,10
E01003882,6.198,9
E01003883,4.784,10
E01003884,5.571,10
E01003885,6.094,9
E01003886,3.466,10
E01003887,4.573,10
E01003888,13.591,7
E01003889,4.826,10
E01003890,6.593,9
E01003891,2.666,10
E01003892,3.779,10
E01003893,6.7,9
E01003894,4.823,10
E01003895,8.016,9
E01003896,7.551,9
E01003897,8.295,9
E01003898,7.887,9
E01003899,5.147,10
E01003900,21.164,5
E01003901,7.055,9
E01003902,5.894,10
E01003903,13.193,7
E01003904,10.731,8
E01003905,7.581,9
E01003906,12.068,7
E01003907,20.973,5
E01003908,6.907,9
E01003909,7.634,9
E01003910,6.487,9
E01033570,15.262,6
E01033571,13.495,7
E01003911,29.823,3
E01003912,40.627,2
E01003913,19.198,5
E01003914,21.514,5
E01003915,28.036,3
E01003916,24.749,4
E01003917,30.163,3
E01003918,34.58,2
E01003919,23.585,4
E01003920,32.296,3
E01003921,39.685,2
E01003922,30.64,3
E01003923,26.667,3
E01003924,31.183,3
E01003925,32.72,3
E01003926,31.441,3
E01003927,16.421,6
E01003929,22.973,4
E01003930,28.921,3
E01003932,38.967,2
E01003933,33.607,2
E01003934,18.616,5
E01003935,21.011,5
E01003936,14.247,6
E01003937,24.291,4
E01003938,31.171,3
E01003939,20.471,5
E01003940,33.392,2
E01003941,18.245,5
E01003942,31.341,3
E01003943,40.136,2
E01003945,16.412,6
E01003946,17.006,6
E01003947,36.138,2
E01003948,17.282,6
E01003949,17.081,6
E01003950,27.465,3
E01003951,16.049,6
E01003952,15.594,6
E01003953,18.641,5
E01003954,17.262,6
E01003955,18.283,5
E01003956,11.825,7
E01003957,14.122,7
E01003958,16.322,6
E01003960,27.356,3
E01003961,37.844,2
E01003963,39.212,2
E01003964,35.378,2
E01003966,33.346,2
E01003967,31.354,3
E01003968,46.579,1
E01003969,24.1,4
E01003970,38.992,2
E01003971,50.411,1
E01003972,27.729,3
E01003973,29.812,3
E01003974,35.37,2
E01003975,31.043,3
E01003976,30.428,3
E01003977,27.452,3
E01003978,22.926,4
E01003979,29.514,3
E01003980,32.853,3
E01003981,26.493,4
E01003983,31.14,3
E01003984,35.23,2
E01003986,38.146,2
E01003987,34.241,2
E01003988,31.655,3
E01003989,28.863,3
E01003990,31.077,3
E01003991,39.26,2
E01003992,32.416,3
E01003993,28.38,3
E01003994,35.666,2
E01003995,35.076,2
E01003997,30.268,3
E01003998,25.146,4
E01003999,24.487,4
E01004000,27.983,3
E01004001,35.784,2
E01004002,17.58,6
E01004003,35.58,2
E01004004,31.644,3
E01004005,45.149,1
E01004006,26.449,4
E01004007,39.431,2
E01004008,34.841,2
E01004010,32.313,3
E01004011,30.983,3
E01004012,27.301,3
E01004013,39.137,2
E01004014,33.895,2
E01004015,22.806,4
E01004016,20.176,5
E01004017,15.612,6
E01004018,11.302,7
E01004019,24.043,4
E01004020,28.028,3
E01004021,14.812,6
E01004022,24.603,4
E01004023,28.547,3
E01004024,31.179,3
E01004027,19.542,5
E01004028,26.416,4
E01004029,12.382,7
E01004030,24.934,4
E01004031,25.963,4
E01004032,8.261,9
E01004033,27.067,3
E01004034,25.711,4
E01004035,36.203,2
E01004036,31.501,3
E01004037,25.892,4
E01004038,22.29,4
E01004039,22.583,4
E01004040,39.89,2
E01004041,27.397,3
E01004042,45.391,1
E01004043,26.395,4
E01004044,31.112,3
E01004045,27.322,3
E01004046,17.334,6
E01004047,24.36,4
E01004048,20.516,5
E01004049,16.687,6
E01004050,14.511,6
E01004051,9.731,8
E01004052,15.763,6
E01004053,8.683,8
E01004054,8.354,9
E01004055,38.922,2
E01004056,19.671,5
E01004057,21.669,4
E01004058,8.41,9
E01004059,17.254,6
E01004060,31.991,3
E01004061,21.531,5
E01004062,29.363,3
E01004063,27.404,3
E01004064,30.525,3
E01004065,19.287,5
E01004066,23.913,4
E01004067,35.543,2
E01004068,34.366,2
E01004069,9.326,8
E01004070,13.134,7
E01004071,18.227,5
E01004072,9.199,8
E01004073,8.556,9
E01004074,9.778,8
E01004075,8.625,8
E01032583,30.177,3
E01032584,28.127,3
E01032637,10.025,8
E01032638,5.629,10
E01032639,22.737,4
E01032640,9.755,8
E01032646,13.999,7
E01032719,26.037,4
E01032720,49.164,1
E01032722,36.878,2
E01032803,16.067,6
E01032805,37.664,2
E01032834,9.09,8
E01004076,18.319,5
E01004077,13.521,7
E01004078,15.61,6
E01004079,8.556,9
E01004080,9.86,8
E01004081,12.414,7
E01004082,5.317,10
E01004083,44.327,1
E01004084,5.77,10
E01004085,8.478,9
E01004086,15.277,6
E01004087,5.727,10
E01004088,43.226,2
E01004089,35.547,2
E01004090,34.411,2
E01004091,4.563,10
E01004092,7.536,9
E01004093,5.418,10
E01004094,4.481,10
E01004095,5.625,10
E01004096,18.894,5
E01004097,4.804,10
E01004098,5.989,9
E01004099,21.103,5
E01004100,7.356,9
E01004101,4.687,10
E01004102,10.815,8
E01004103,8.235,9
E01004104,4.084,10
E01004105,5.081,10
E01004106,3.091,10
E01004107,12.514,7
E01004108,13.133,7
E01004109,14.737,6
E01004110,9.204,8
E01004111,10.447,8
E01004112,2.793,10
E01004114,4.659,10
E01004115,6.163,9
E01004116,6.392,9
E01004117,4.051,10
E01004118,9.787,8
E01004119,9.583,8
E01004120,4.752,10
E01004121,8.307,9
E01004122,5.319,10
E01004123,28.156,3
E01004124,23.237,4
E01004125,31.639,3
E01004126,31.361,3
E01004127,19.777,5
E01004128,23.682,4
E01004129,34.12,2
E01004130,10.222,8
E01004131,11.154,8
E01004132,6.647,9
E01004133,6.482,9
E01004134,11.832,7
E01004135,7.552,9
E01004136,8.396,9
E01004137,16.018,6
E01004138,14.166,7
E01004139,9.611,8
E01004140,33.998,2
E01004141,21.087,5
E01004142,25.999,4
E01004143,11.79,7
E01004144,8.77,8
E01004145,12.273,7
E01004146,12.483,7
E01004147,9.428,8
E01004148,23.361,4
E01004149,9.979,8
E01004150,21.634,4
E01004151,14.853,6
E01004152,14.903,6
E01004153,13.116,7
E01004154,4.873,10
E01004155,8.123,9
E01004156,9.004,8
E01004157,3.327,10
E01004158,7.905,9
E01004159,14.179,7
E01004160,9.329,8
E01004161,8.007,9
E01004162,11.476,7
E01004163,14.594,6
E01004164,12.098,7
E01004165,16.373,6
E01004166,11.417,7
E01004167,31.388,3
E01004168,8.689,8
E01004169,27.196,3
E01004170,10.215,8
E01004171,6.369,9
E01004172,20.888,5
E01004173,13.552,7
E01004174,17.325,6
E01004175,10.891,8
E01004176,11.911,7
E01004177,18.938,5
E01004178,17.18,6
E01004179,7.235,9
E01004180,5.028,10
E01004181,16.45,6
E01004182,25.061,4
E01004183,28.494,3
E01004184,29.765,3
E01004185,43.208,2
E01004186,13.757,7
E01004187,22.532,4
E01004188,13.983,7
E01004189,28.594,3
E01004190,4.657,10
E01004191,7.762,9
E01004192,11.343,7
E01004193,12.377,7
E01004194,11.041,8
E01004195,9.504,8
E01004196,5.776,10
E01032623,2.751,10
E01004197,27.495,3
E01004198,42.068,2
E01004199,43.877,1
E01004200,27.239,3
E01004201,25.908,4
E01004202,25.423,4
E01004203,28.299,3
E01004204,33.995,2
E01004205,37.904,2
E01004206,43.126,2
E01004207,34.765,2
E01004208,25.084,4
E01004209,42.475,2
E01004211,31.539,3
E01004212,24.876,4
E01004214,35.567,2
E01004215,17.411,6
E01004216,14.112,7
E01004217,22.505,4
E01004218,12.658,7
E01004219,33.685,2
E01004221,18.973,5
E01004222,37.724,2
E01004223,35.516,2
E01004224,31.203,3
E01004225,20.839,5
E01004226,28.641,3
E01004228,21.888,4
E01004229,25.746,4
E01004230,27.77,3
E01004231,32.526,3
E01004232,20.727,5
E01004233,31.122,3
E01004234,24.249,4
E01004235,32.56,3
E01004236,38.698,2
E01004237,29.74,3
E01004238,30.706,3
E01004239,41.301,2
E01004240,31.696,3
E01004241,36.941,2
E01004242,26.689,3
E01004243,36.13,2
E01004244,43.233,2
E01004245,46.457,1
E01004246,29.919,3
E01004247,41.665,2
E01004248,43.068,2
E01004249,43.123,2
E01004250,39.575,2
E01004251,28.656,3
E01004252,35.19,2
E01004253,28.245,3
E01004254,18.74,5
E01004255,34.736,2
E01004256,35.605,2
E01004257,32.994,3
E01004258,21.968,4
E01004259,26.215,4
E01004260,32.227,3
E01004261,25.849,4
E01004262,29.288,3
E01004263,32.958,3
E01004264,34.313,2
E01004266,26.897,3
E01004267,32.998,3
E01004268,34.358,2
E01004269,32.249,3
E01004270,22.295,4
E01004271,31.028,3
E01004272,35.145,2
E01004273,36.777,2
E01004274,24.191,4
E01004275,13.794,7
E01004276,5.371,10
E01004277,7.917,9
E01004280,25.118,4
E01004281,8.22,9
E01004283,29.565,3
E01004284,31.368,3
E01004285,39.744,2
E01004286,36.494,2
E01004287,29.947,3
E01004288,37.996,2
E01004289,34.596,2
E01004290,28.558,3
E01004291,9.872,8
E01004292,7.73,9
E01004293,8.793,8
E01004294,18.648,5
E01004295,31.081,3
E01004296,26.077,4
E01004297,9.299,8
E01004298,41.255,2
E01004300,36.677,2
E01004301,35.818,2
E01004302,25.269,4
E01004303,23.954,4
E01004304,38.469,2
E01004305,30.888,3
E01004306,36.699,2
E01004307,14.037,7
E01004308,28.761,3
E01004309,38.451,2
E01004310,37.267,2
E01004311,38.758,2
E01004312,39.603,2
E01004313,24.564,4
E01004314,21.635,4
E01004315,32.576,3
E01004316,39.089,2
E01004317,27.603,3
E01004318,35.903,2
E01004319,32.582,3
E01004321,33.782,2
E01004322,32.255,3
E01004323,27.821,3
E01004324,37.489,2
E01004325,24.528,4
E01004326,26.259,4
E01032764,22.225,4
E01032765,28.215,3
E01032766,19.785,5
E01032767,11.859,7
E01032768,12.944,7
E01032769,17.995,5
E01032770,16.648,6
E01032771,13.182,7
E01032772,23.845,4
E01032773,14.374,6
E01032774,30.236,3
E01032775,9.375,8
E01032776,9.775,8
E01032777,18.527,5
E01032778,17.421,6
E01032779,17.288,6
E01032780,16.174,6
E01032781,12.666,7
E01032782,19.565,5
E01032783,17.654,5
E01032784,22.78,4
E01032785,20.779,5
E01032786,26.705,3
E01032787,34.191,2
E01004327,30.077,3
E01004328,23.151,4
E01004329,23.702,4
E01004330,16.923,6
E01004331,22.836,4
E01004332,28.195,3
E01004333,27.949,3
E01004334,44.7,1
E01004335,39.67,2
E01004336,24.337,4
E01004337,26.107,4
E01004338,19.373,5
E01004339,24.516,4
E01004340,43.177,2
E01004341,32.124,3
E01004342,22.387,4
E01004343,15.753,6
E01004344,30.519,3
E01004345,20.885,5
E01004346,18.181,5
E01004347,15.495,6
E01004348,18.169,5
E01004349,29.854,3
E01004350,28.615,3
E01004351,15.035,6
E01004352,10.412,8
E01004353,16.068,6
E01004354,13.633,7
E01004355,25.177,4
E01004356,25.903,4
E01004357,17.614,6
E01004358,22.079,4
E01004359,12.677,7
E01004360,13.149,7
E01004361,15.397,6
E01004362,23.288,4
E01004363,19.357,5
E01004364,32.04,3
E01004365,29.303,3
E01004366,19.553,5
E01004367,27.28,3
E01004368,21.837,4
E01004369,15.818,6
E01004370,14.491,6
E01004371,20.617,5
E01004372,11.815,7
E01004373,25.577,4
E01004374,17.097,6
E01004375,20.785,5
E01004376,22.168,4
E01004377,19.845,5
E01004378,22.983,4
E01004379,11.817,7
E01004380,22.668,4
E01004381,15.405,6
E01004382,38.703,2
E01004383,14.955,6
E01004384,32.114,3
E01004385,33.462,2
E01004386,8.937,8
E01004387,7.179,9
E01004388,19.354,5
E01004389,31.036,3
E01004390,34.954,2
E01004391,21.317,5
E01004392,26.237,4
E01004393,21.831,4
E01004394,36.022,2
E01004395,17.268,6
E01004396,19.912,5
E01004397,26.872,3
E01004398,37.907,2
E01004399,47.476,1
E01004400,29.213,3
E01004401,22.183,4
E01004402,32.696,3
E01004403,30.776,3
E01004404,28.71,3
E01004405,28.415,3
E01004406,22.458,4
E01004407,41.22,2
E01004408,23.297,4
E01004409,27.417,3
E01004410,34.24,2
E01004411,26.46,4
E01004412,18.448,5
E01004413,32.226,3
E01004414,21.52,5
E01004415,26.422,4
E01004416,22.953,4
E01004417,23.066,4
E01004418,19.401,5
E01004419,21.127,5
E01004420,42.117,2
E01004421,25.042,4
E01004422,26.887,3
E01004423,35.995,2
E01004424,37.256,2
E01004425,25.839,4
E01004426,25.371,4
E01004427,21.595,4
E01004428,39.593,2
E01004429,23.261,4
E01004430,24.388,4
E01004432,26.399,4
E01004434,27.787,3
E01004435,29.027,3
E01004436,26.601,3
E01004437,25.659,4
E01004438,20.924,5
E01004439,19.011,5
E01004440,25.946,4
E01004441,18.76,5
E01004442,13.797,7
E01004443,31.365,3
E01004444,34.282,2
E01004445,28.771,3
E01004446,23.406,4
E01004447,16.828,6
E01004448,26.678,3
E01004449,46.275,1
E01004450,15.897,6
E01004451,16.07,6
E01004452,24.84,4
E01004453,25.765,4
E01004454,24.382,4
E01004455,29.351,3
E01004456,42.734,2
E01004457,20.481,5
E01004458,26.207,4
E01004459,43.377,2
E01004460,29.841,3
E01004461,15.24,6
E01004462,23.842,4
E01004463,14.978,6
E01004464,37.506,2
E01004465,18.111,5
E01004466,14.801,6
E01004467,29.626,3
E01004468,17.863,5
E01004469,39.486,2
E01004470,34.263,2
E01004471,32.772,3
E01033153,38.058,2
E01004472,9.879,8
E01004473,11.875,7
E01004474,17.524,6
E01004475,15.977,6
E01004476,13.593,7
E01004477,5.093,10
E01004478,4.363,10
E01004479,10.238,8
E01004480,7.239,9
E01004481,15.155,6
E01004482,15.123,6
E01004483,14.025,7
E01004484,18.333,5
E01004485,16.136,6
E01004486,17.646,6
E01004487,21.375,5
E01004488,14.58,6
E01004489,26.942,3
E01004490,7.244,9
E01004491,14.207,7
E01004492,15.53,6
E01004493,13.604,7
E01004494,19.102,5
E01004495,23.496,4
E01004496,11.991,7
E01004497,16.446,6
E01004498,8.707,8
E01004499,13.847,7
E01004500,10.92,8
E01004501,17.726,5
E01004502,9.379,8
E01004503,18.546,5
E01004504,9.832,8
E01004505,7.752,9
E01004506,9.478,8
E01004507,8.65,8
E01004508,10.753,8
E01004509,15.768,6
E01004510,8.768,8
E01004511,8.087,9
E01004512,12.491,7
E01004513,18.296,5
E01004514,9.256,8
E01004515,14.846,6
E01004516,12.313,7
E01004517,14.927,6
E01004518,13.045,7
E01004519,16.635,6
E01004520,16.54,6
E01004521,16.432,6
E01004522,18.304,5
E01004523,19.06,5
E01004524,35.049,2
E01004525,21.561,4
E01004526,22.8,4
E01004527,15.258,6
E01004528,28.667,3
E01004529,13.45,7
E01004530,15.181,6
E01004531,25.305,4
E01004532,16.141,6
E01004533,27.038,3
E01004534,13.523,7
E01004535,37.698,2
E01004536,23.52,4
E01004537,33.441,2
E01004538,25.102,4
E01004539,34.145,2
E01004540,26.388,4
E01004541,38.578,2
E01004542,6.98,9
E01004543,7.903,9
E01004544,12.086,7
E01004545,10.551,8
E01004546,6.62,9
E01004547,20.336,5
E01004548,17.492,6
E01004549,19.334,5
E01004550,13.202,7
E01004551,17.486,6
E01004552,10.655,8
E01004553,11.274,8
E01004554,6.516,9
E01004555,4.844,10
E01004556,4.709,10
E01004557,8.329,9
E01004558,5.821,10
E01004559,7.589,9
E01004560,17.433,6
E01004562,29.861,3
E01004563,30.537,3
E01004564,18.491,5
E01004565,19.254,5
E01004566,11.738,7
E01004567,31.614,3
E01004568,23.695,4
E01004569,24.659,4
E01004570,33.572,2
E01004571,24.607,4
E01004572,22.976,4
E01004573,27.314,3
E01004574,34.899,2
E01004575,29.395,3
E01004576,26.61,3
E01004577,14.287,6
E01004579,18.872,5
E01004580,18.717,5
E01004581,15.428,6
E01004582,9.047,8
E01004583,12.262,7
E01004584,32.114,3
E01004585,10.139,8
E01004586,10.15,8
E01004587,8.468,9
E01004588,12.896,7
E01004589,7.633,9
E01004590,25.382,4
E01004591,18.629,5
E01004592,25.647,4
E01004593,8.54,9
E01004594,5.248,10
E01004595,8.241,9
E01004596,6.139,9
E01004597,11.97,7
E01004598,8.252,9
E01004599,3.568,10
E01004600,27.898,3
E01004601,19.4,5
E01004602,9.577,8
E01004604,7.81,9
E01004605,12.649,7
E01004606,6.039,9
E01004607,6.918,9
E01004608,15.701,6
E01004609,11.246,8
E01004610,19.919,5
E01004611,15.858,6
E01004612,21.038,5
E01004613,32.542,3
E01004614,17.52,6
E01004615,37.117,2
E01004616,16.16,6
E01004617,22.718,4
E01004618,13.315,7
E01004619,13.597,7
E01004620,13.595,7
E01004621,16.179,6
E01004622,21.096,5
E01004623,8.842,8
E01004624,19.498,5
E01004625,7.552,9
E01004626,14.008,7
E01004627,10.143,8
E01004628,23.386,4
E01004629,8.717,8
E01004630,29.906,3
E01004631,20.805,5
E01004632,8.395,9
E01004633,26.263,4
E01004634,12.856,7
E01004635,13.215,7
E01004636,15.699,6
E01004637,14.919,6
E01004638,6.727,9
E01004639,10.4,8
E01004640,5.165,10
E01004641,19.668,5
E01004642,22.167,4
E01004643,21.764,4
E01004644,18.179,5
E01004645,28.701,3
E01033093,12.511,7
E01033098,17.461,6
E01033099,21.195,5
E01033100,27.088,3
E01033101,8.267,9
E01033132,29.475,3
E01033133,12.781,7
E01033135,5.652,10
E01004646,14.374,6
E01004647,16.324,6
E01004648,10.456,8
E01004649,6.385,9
E01004650,5.964,9
E01004651,9.221,8
E01004652,15.871,6
E01004653,10.84,8
E01004654,12.798,7
E01004656,23.605,4
E01004657,11.499,7
E01004658,15.648,6
E01004659,7.589,9
E01004660,8.583,9
E01004661,20.233,5
E01004662,12.001,7
E01004663,17.986,5
E01004665,36.498,2
E01004666,26.096,4
E01004667,30.083,3
E01004668,18.423,5
E01004669,30.923,3
E01004670,48.003,1
E01004674,34.303,2
E01004675,33.045,3
E01004676,21.229,5
E01004677,22.942,4
E01004678,24.677,4
E01004679,32.133,3
E01004680,11.027,8
E01004681,12.054,7
E01004682,14.246,6
E01004683,8.566,9
E01004684,21.313,5
E01004686,23.844,4
E01004687,6.967,9
E01004688,5.319,10
E01004689,15.963,6
E01004690,5.445,10
E01004691,10.967,8
E01004692,6.602,9
E01004693,12.614,7
E01004694,8.45,9
E01004695,12.739,7
E01004696,32.394,3
E01004697,16.233,6
E01004698,19.958,5
E01004699,14.726,6
E01004700,11.301,7
E01004701,9.41,8
E01004702,42.113,2
E01004703,10.512,8
E01004705,5.344,10
E01004706,7.391,9
E01004707,3.915,10
E01004708,22.865,4
E01004709,20.127,5
E01004710,31.131,3
E01004711,24.274,4
E01004712,11.061,8
E01004713,7.513,9
E01004714,10.268,8
E01004715,15.84,6
E01004716,7.362,9
E01004717,12.041,7
E01004718,29.795,3
E01004719,28.56,3
E01004720,32.043,3
E01004721,38.504,2
E01004722,35.96,2
E01004723,29.307,3
E01004724,10.86,8
E01004725,27.158,3
E01004726,9.4,8
E01004727,10.116,8
E01004728,14.858,6
E01004729,25.605,4
E01004730,6.582,9
E01004731,10.008,8
E01004732,43.66,2
E01004733,18.171,5
E01004734,30.2,3
E01004735,35.28,2
E01004736,9.719,8
E01004737,20.233,5
E01004738,9.473,8
E01004739,9.446,8
E01004740,33.582,2
E01004741,20.616,5
E01004742,11.205,8
E01004743,20.842,5
E01004744,25.478,4
E01004745,16.175,6
E01004746,27.661,3
E01004747,22.157,4
E01004748,8.835,8
E01004749,13.225,7
E01004750,18.907,5
E01004751,10.367,8
E01004752,22.513,4
E01004753,16.395,6
E01004754,45.911,1
E01004755,28.633,3
E01004756,22.8,4
E01004757,40.501,2
E01004760,24.998,4
E01004761,8.467,9
E01004762,10.467,8
E01004763,23.381,4
E01004765,18.728,5
E01032512,43.654,2
E01032513,35.818,2
E01033593,26.944,3
E01033594,29.28,3
E01033595,17.629,6
E01033596,25.663,4
E01033597,26.867,3
E01033598,52.17,1
E01033599,30.568,3
E01033600,10.911,8
E01033601,32.17,3
E01033602,40.99,2
E01033603,38.062,2
E01033604,33.467,2
E01033605,40.54,2
E01033606,14.013,7
E01033607,22.192,4
E01033608,15.129,6
